dataset_id,feature,mean_coefficient,mean_abs_coefficient,std_coefficient
fault_event_with_unknown34,p_net_return_temperature__mean,-0.10762239074474089,0.2512260443478132,0.3062516077624175
fault_event_with_unknown34,p_net_meter_heat_power__last_minus_first,-0.20135968301583484,0.23784088069192771,0.32022848620994365
fault_event_with_unknown34,s_hc1_supply_temperature__min,-0.09291759507395311,0.2327783708563118,0.25398979916774467
fault_event_with_unknown34,outdoor_temperature__median,-0.22974172803255444,0.22974172803255444,0.13285827907828165
fault_event_with_unknown34,p_net_meter_volume__std,0.1828924979587727,0.225946794002248,0.19352065515323935
fault_event_with_unknown34,outdoor_temperature__mean,-0.22015279496282975,0.22015279496282975,0.12673317933459477
fault_event_with_unknown34,p_net_supply_temperature__last_minus_first,0.06568204700102033,0.21646065051812374,0.29188170493102084
fault_event_with_unknown34,p_net_supply_temperature__max,-0.18656923824008823,0.21599285940451005,0.29431764244859393
fault_event_with_unknown34,p_net_meter_flow__mean,0.2129013338340478,0.2129013338340478,0.09331584799355427
fault_event_with_unknown34,p_net_return_temperature__median,-0.056056282797689636,0.20530060328308558,0.2935723872354865
fault_event_with_unknown34,p_hc1_return_temperature__max,0.17060863083531913,0.18128708649205097,0.16627665916130618
fault_event_with_unknown34,p_net_meter_volume__last_minus_first,0.13498395694865156,0.17201120688485289,0.15391976458481926
fault_event_with_unknown34,p_hc1_return_temperature__median,-0.08922637714331813,0.17024717828463304,0.25360773277217374
fault_event_with_unknown34,p_net_meter_flow__median,0.16576709025063469,0.1684663695302167,0.15057999217866438
fault_event_with_unknown34,p_hc1_return_temperature__mean,-0.026486646833412043,0.1531220879775935,0.1923702141918968
fault_event_with_unknown34,p_net_meter_flow__max,0.04907812571580138,0.1527955575475569,0.19431197501213504
fault_event_with_unknown34,s_hc1_supply_temperature__mean,0.07764838810805066,0.1493835237710063,0.16291980768516395
fault_event_with_unknown34,p_net_meter_heat_power__median,-0.01684533637276901,0.13876778439447407,0.17586436555123328
fault_event_with_unknown34,p_net_meter_energy__max,-0.13823488528987354,0.13823488528987354,0.07529089531556216
fault_event_with_unknown34,p_net_meter_energy__median,-0.13813456388450407,0.13813456388450407,0.07504273452141072
fault_event_with_unknown34,p_net_meter_energy__mean,-0.13801442689323298,0.13801442689323298,0.07510658892608142
fault_event_with_unknown34,p_net_meter_energy__min,-0.13800201725773775,0.13800201725773775,0.07525808952270072
fault_event_with_unknown34,s_hc1_supply_temperature__max,0.08469854364923304,0.13496522175114403,0.1710471415553642
fault_event_with_unknown34,p_net_meter_flow__last_minus_first,-0.11642069260332447,0.12589585185980962,0.14302776344983753
fault_event_with_unknown34,p_net_meter_energy__std,-0.0896353188296152,0.12575935938443636,0.1483677403149048
fault_event_with_unknown34,p_net_return_temperature__std,0.12345317931735697,0.12345317931735697,0.08290799416540406
fault_event_with_unknown34,p_net_meter_energy__last_minus_first,-0.09667754615787266,0.12241597775554816,0.13689817888350803
fault_event_with_unknown34,p_net_supply_temperature__mean,-0.019253172803954333,0.10510153353830806,0.14686286933602927
fault_event_with_unknown34,p_net_meter_heat_power__mean,-0.010173732334085639,0.09591304608932569,0.11936752022166457
fault_event_with_unknown34,s_hc1_supply_temperature__median,0.07267998272792014,0.0938562098098134,0.09495588427279003
fault_event_with_unknown34,p_net_meter_volume__min,0.007800930508617918,0.08423507333190008,0.11679010750888964
fault_event_with_unknown34,p_net_meter_volume__median,0.007894464192067666,0.0841059945156817,0.11660953559744962
fault_event_with_unknown34,p_net_meter_volume__mean,0.008057340159022389,0.0840901554832059,0.11663254522359826
fault_event_with_unknown34,p_net_meter_volume__max,0.008032396628526579,0.08360454378029922,0.11571060526471878
fault_event_with_unknown34,p_net_meter_energy__missing_rate,0.0766180329396475,0.08016369507499169,0.051519446041320034
fault_event_with_unknown34,p_net_meter_flow__missing_rate,0.0766180329396475,0.08016369507499169,0.051519446041320034
fault_event_with_unknown34,p_net_meter_heat_power__missing_rate,0.0766180329396475,0.08016369507499169,0.051519446041320034
fault_event_with_unknown34,p_net_meter_volume__missing_rate,0.0766180329396475,0.08016369507499169,0.051519446041320034
fault_event_with_unknown34,p_net_return_temperature__missing_rate,0.0766180329396475,0.08016369507499169,0.05151944604132003
fault_event_with_unknown34,p_net_supply_temperature__missing_rate,0.0766180329396475,0.08016369507499169,0.051519446041320034
fault_event_with_unknown34,p_net_supply_temperature__median,-0.031025774167000492,0.06429634826370609,0.08497865641467502
fault_event_with_unknown34,outdoor_temperature__missing_rate,0.0,0.0,0.0
fault_event_with_unknown34,p_hc1_return_temperature__missing_rate,0.0,0.0,0.0
fault_event_with_unknown34,s_hc1_supply_temperature__missing_rate,0.0,0.0,0.0
fault_event_with_unknown34,s_hc1_supply_temperature_setpoint__missing_rate,0.0,0.0,0.0
