threshold,rows,accuracy,balanced_accuracy,macro_f1,roc_auc,precision_target,recall_target,f1_target,normal_fpr,tn,fp,fn,tp,dataset,target_class,policy_variant,feature_set,feature_count,model,fold,metric_scope,train_rows,test_rows,train_groups,test_groups,group_overlap_count,dummy_balanced_accuracy,balanced_accuracy_lift_vs_dummy,passes_target_recall,passes_normal_fpr,passes_dummy_lift,passes_group_overlap,passes_gate_criteria,decision_candidate,target_decision_at_t0_5
0.6,72,0.5555555555555556,0.5675675675675675,0.46218487394957986,0.6239382239382241,1.0,0.13513513513513514,0.23809523809523808,0.0,35,0,32,5,task_no_overlap,task,no_overlap,expanded154,154,extra_trees_balanced_depth3,all,aggregate,,72,,,0,0.5,0.06756756756756754,False,True,False,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_iteration_needed
0.4,72,0.625,0.6243243243243244,0.6243478260869566,0.6054054054054053,0.631578947368421,0.6486486486486487,0.64,0.4,21,14,13,24,task_no_overlap,task,no_overlap,expanded154,154,logistic_balanced,all,aggregate,,72,,,0,0.5,0.12432432432432439,False,False,False,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_iteration_needed
0.5,72,0.5972222222222222,0.5972972972972973,0.5971445109010225,0.6054054054054053,0.6111111111111112,0.5945945945945946,0.6027397260273972,0.4,21,14,15,22,task_no_overlap,task,no_overlap,expanded154,154,logistic_balanced,all,aggregate,,72,,,0,0.5,0.0972972972972973,False,False,False,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_iteration_needed
0.6,72,0.6111111111111112,0.6123552123552123,0.6108108108108108,0.6054054054054053,0.6363636363636364,0.5675675675675675,0.6,0.34285714285714286,23,12,16,21,task_no_overlap,task,no_overlap,expanded154,154,logistic_balanced,all,aggregate,,72,,,0,0.5,0.11235521235521229,False,False,False,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_iteration_needed
0.4,72,0.5694444444444444,0.561003861003861,0.520515574650913,0.5984555984555986,0.5517241379310345,0.8648648648648649,0.6736842105263158,0.7428571428571429,9,26,5,32,task_no_overlap,task,no_overlap,expanded154,154,random_forest_balanced_depth3,all,aggregate,,72,,,0,0.5,0.061003861003861015,True,False,False,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_iteration_needed
0.5,72,0.5555555555555556,0.5552123552123551,0.5552123552123551,0.5984555984555986,0.5675675675675675,0.5675675675675675,0.5675675675675675,0.45714285714285713,19,16,16,21,task_no_overlap,task,no_overlap,expanded154,154,random_forest_balanced_depth3,all,aggregate,,72,,,0,0.5,0.055212355212355124,False,False,False,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_iteration_needed
0.6,72,0.5138888888888888,0.5223938223938225,0.4686907020872865,0.5984555984555986,0.5714285714285714,0.21621621621621623,0.3137254901960784,0.17142857142857143,29,6,29,8,task_no_overlap,task,no_overlap,expanded154,154,random_forest_balanced_depth3,all,aggregate,,72,,,0,0.5,0.022393822393822482,False,True,False,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_iteration_needed
0.4,76,0.5394736842105263,0.5,0.3504273504273504,0.5,0.5394736842105263,1.0,0.7008547008547008,1.0,0,35,0,41,task_post_all,task,post_all,compact13,13,dummy_most_frequent,all,aggregate,,76,,,0,0.5,0.0,True,False,False,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_iteration_needed
0.5,76,0.5394736842105263,0.5,0.3504273504273504,0.5,0.5394736842105263,1.0,0.7008547008547008,1.0,0,35,0,41,task_post_all,task,post_all,compact13,13,dummy_most_frequent,all,aggregate,,76,,,0,0.5,0.0,True,False,False,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_iteration_needed
0.6,76,0.5394736842105263,0.5,0.3504273504273504,0.5,0.5394736842105263,1.0,0.7008547008547008,1.0,0,35,0,41,task_post_all,task,post_all,compact13,13,dummy_most_frequent,all,aggregate,,76,,,0,0.5,0.0,True,False,False,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_iteration_needed
0.4,76,0.5921052631578947,0.5613240418118467,0.4973330488585449,0.7574912891986062,0.5735294117647058,0.9512195121951219,0.7155963302752294,0.8285714285714286,6,29,2,39,task_post_all,task,post_all,compact13,13,extra_trees_balanced_depth3,all,aggregate,,76,,,0,0.5,0.0613240418118467,True,False,False,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_iteration_needed
0.5,76,0.7105263157894737,0.7149825783972126,0.7105263157894737,0.7574912891986062,0.7714285714285715,0.6585365853658537,0.7105263157894737,0.22857142857142856,27,8,14,27,task_post_all,task,post_all,compact13,13,extra_trees_balanced_depth3,all,aggregate,,76,,,0,0.5,0.21498257839721258,False,True,True,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_iteration_needed
0.6,76,0.5263157894736842,0.556794425087108,0.4635294117647059,0.7574912891986062,0.7777777777777778,0.17073170731707318,0.28,0.05714285714285714,33,2,34,7,task_post_all,task,post_all,compact13,13,extra_trees_balanced_depth3,all,aggregate,,76,,,0,0.5,0.05679442508710797,False,True,False,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_iteration_needed
0.4,76,0.7105263157894737,0.7066202090592335,0.7072829131652661,0.7400696864111498,0.7209302325581395,0.7560975609756098,0.7380952380952381,0.34285714285714286,23,12,10,31,task_post_all,task,post_all,compact13,13,logistic_balanced,all,aggregate,,76,,,0,0.5,0.2066202090592335,False,False,True,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_iteration_needed
0.5,76,0.6842105263157895,0.6822299651567945,0.6822299651567945,0.7400696864111498,0.7073170731707317,0.7073170731707317,0.7073170731707317,0.34285714285714286,23,12,12,29,task_post_all,task,post_all,compact13,13,logistic_balanced,all,aggregate,,76,,,0,0.5,0.18222996515679446,False,False,True,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_iteration_needed
0.6,76,0.6578947368421053,0.662020905923345,0.6578947368421053,0.7400696864111498,0.7142857142857143,0.6097560975609756,0.6578947368421053,0.2857142857142857,25,10,16,25,task_post_all,task,post_all,compact13,13,logistic_balanced,all,aggregate,,76,,,0,0.5,0.16202090592334495,False,False,True,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_iteration_needed
0.4,76,0.6578947368421053,0.643205574912892,0.6375641966250918,0.7121951219512195,0.6415094339622641,0.8292682926829268,0.723404255319149,0.5428571428571428,16,19,7,34,task_post_all,task,post_all,compact13,13,random_forest_balanced_depth3,all,aggregate,,76,,,0,0.5,0.143205574912892,True,False,False,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_iteration_needed
0.5,76,0.7236842105263158,0.7229965156794425,0.7224830464267084,0.7121951219512195,0.75,0.7317073170731707,0.7407407407407407,0.2857142857142857,25,10,11,30,task_post_all,task,post_all,compact13,13,random_forest_balanced_depth3,all,aggregate,,76,,,0,0.5,0.22299651567944245,False,False,True,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_iteration_needed
0.6,76,0.5789473684210527,0.5951219512195123,0.5681818181818181,0.7121951219512195,0.6956521739130435,0.3902439024390244,0.5,0.2,28,7,25,16,task_post_all,task,post_all,compact13,13,random_forest_balanced_depth3,all,aggregate,,76,,,0,0.5,0.09512195121951228,False,True,False,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_iteration_needed
0.4,76,0.5394736842105263,0.5,0.3504273504273504,0.5,0.5394736842105263,1.0,0.7008547008547008,1.0,0,35,0,41,task_post_all,task,post_all,expanded154,154,dummy_most_frequent,all,aggregate,,76,,,0,0.5,0.0,True,False,False,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_iteration_needed
0.5,76,0.5394736842105263,0.5,0.3504273504273504,0.5,0.5394736842105263,1.0,0.7008547008547008,1.0,0,35,0,41,task_post_all,task,post_all,expanded154,154,dummy_most_frequent,all,aggregate,,76,,,0,0.5,0.0,True,False,False,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_iteration_needed
0.6,76,0.5394736842105263,0.5,0.3504273504273504,0.5,0.5394736842105263,1.0,0.7008547008547008,1.0,0,35,0,41,task_post_all,task,post_all,expanded154,154,dummy_most_frequent,all,aggregate,,76,,,0,0.5,0.0,True,False,False,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_iteration_needed
0.4,76,0.5657894736842105,0.5306620209059233,0.4309053778080327,0.6411149825783972,0.5555555555555556,0.975609756097561,0.7079646017699115,0.9142857142857143,3,32,1,40,task_post_all,task,post_all,expanded154,154,extra_trees_balanced_depth3,all,aggregate,,76,,,0,0.5,0.030662020905923293,True,False,False,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_iteration_needed
0.5,76,0.618421052631579,0.6296167247386759,0.6151562772830452,0.6411149825783972,0.7142857142857143,0.4878048780487805,0.5797101449275363,0.22857142857142856,27,8,21,20,task_post_all,task,post_all,expanded154,154,extra_trees_balanced_depth3,all,aggregate,,76,,,0,0.5,0.12961672473867591,False,True,False,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_iteration_needed
0.6,76,0.5263157894736842,0.5609756097560976,0.438884331419196,0.6411149825783972,1.0,0.12195121951219512,0.21739130434782608,0.0,35,0,36,5,task_post_all,task,post_all,expanded154,154,extra_trees_balanced_depth3,all,aggregate,,76,,,0,0.5,0.060975609756097615,False,True,False,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_iteration_needed
0.4,76,0.5921052631578947,0.5947735191637631,0.592034632034632,0.6041811846689896,0.6388888888888888,0.5609756097560976,0.5974025974025974,0.37142857142857144,22,13,18,23,task_post_all,task,post_all,expanded154,154,logistic_balanced,all,aggregate,,76,,,0,0.5,0.09477351916376309,False,False,False,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_iteration_needed
0.5,76,0.5657894736842105,0.5745644599303136,0.5639019300991132,0.6041811846689896,0.6333333333333333,0.4634146341463415,0.5352112676056338,0.3142857142857143,24,11,22,19,task_post_all,task,post_all,expanded154,154,logistic_balanced,all,aggregate,,76,,,0,0.5,0.07456445993031358,False,False,False,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_iteration_needed
0.6,76,0.5657894736842105,0.5766550522648084,0.5620743844944998,0.6041811846689896,0.6428571428571429,0.43902439024390244,0.5217391304347826,0.2857142857142857,25,10,23,18,task_post_all,task,post_all,expanded154,154,logistic_balanced,all,aggregate,,76,,,0,0.5,0.0766550522648084,False,False,False,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_iteration_needed
0.4,76,0.6842105263157895,0.667595818815331,0.6607142857142857,0.6843205574912892,0.6545454545454545,0.8780487804878049,0.75,0.5428571428571428,16,19,5,36,task_post_all,task,post_all,expanded154,154,random_forest_balanced_depth3,all,aggregate,,76,,,0,0.5,0.16759581881533103,True,False,True,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_iteration_needed
0.5,76,0.6052631578947368,0.6111498257839721,0.6049896049896051,0.6843205574912892,0.6666666666666666,0.5365853658536586,0.5945945945945946,0.3142857142857143,24,11,19,22,task_post_all,task,post_all,expanded154,154,random_forest_balanced_depth3,all,aggregate,,76,,,0,0.5,0.11114982578397214,False,False,False,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_iteration_needed
0.6,76,0.5263157894736842,0.556794425087108,0.4635294117647059,0.6843205574912892,0.7777777777777778,0.17073170731707318,0.28,0.05714285714285714,33,2,34,7,task_post_all,task,post_all,expanded154,154,random_forest_balanced_depth3,all,aggregate,,76,,,0,0.5,0.05679442508710797,False,True,False,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_iteration_needed
0.4,72,0.4861111111111111,0.4783783783783784,0.43833017077798864,0.4783783783783784,0.5,0.7567567567567568,0.6021505376344086,0.8,7,28,9,28,task_pre_all,task,pre_all,compact13,13,dummy_most_frequent,all,aggregate,,72,,,0,0.4783783783783784,0.0,False,False,False,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_iteration_needed
0.5,72,0.4861111111111111,0.4783783783783784,0.43833017077798864,0.4783783783783784,0.5,0.7567567567567568,0.6021505376344086,0.8,7,28,9,28,task_pre_all,task,pre_all,compact13,13,dummy_most_frequent,all,aggregate,,72,,,0,0.4783783783783784,0.0,False,False,False,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_iteration_needed
0.6,72,0.4861111111111111,0.4783783783783784,0.43833017077798864,0.4783783783783784,0.5,0.7567567567567568,0.6021505376344086,0.8,7,28,9,28,task_pre_all,task,pre_all,compact13,13,dummy_most_frequent,all,aggregate,,72,,,0,0.4783783783783784,0.0,False,False,False,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_iteration_needed
0.4,72,0.6527777777777778,0.6436293436293437,0.6051765738100461,0.8030888030888033,0.6,0.972972972972973,0.7422680412371134,0.6857142857142857,11,24,1,36,task_pre_all,task,pre_all,compact13,13,extra_trees_balanced_depth3,all,aggregate,,72,,,0,0.4783783783783784,0.16525096525096528,True,False,True,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_iteration_needed
0.5,72,0.75,0.7521235521235521,0.7492260061919505,0.8030888030888033,0.8064516129032258,0.6756756756756757,0.7352941176470589,0.17142857142857143,29,6,12,25,task_pre_all,task,pre_all,compact13,13,extra_trees_balanced_depth3,all,aggregate,,72,,,0,0.4783783783783784,0.2737451737451737,False,True,True,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_iteration_needed
0.6,72,0.5,0.5127413127413127,0.3769230769230769,0.8030888030888033,0.6666666666666666,0.05405405405405406,0.1,0.02857142857142857,34,1,35,2,task_pre_all,task,pre_all,compact13,13,extra_trees_balanced_depth3,all,aggregate,,72,,,0,0.4783783783783784,0.03436293436293436,False,True,False,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_iteration_needed
0.4,72,0.7222222222222222,0.7227799227799228,0.7222222222222222,0.7305019305019305,0.7428571428571429,0.7027027027027027,0.7222222222222222,0.2571428571428571,26,9,11,26,task_pre_all,task,pre_all,compact13,13,logistic_balanced,all,aggregate,,72,,,0,0.4783783783783784,0.24440154440154438,False,False,True,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_iteration_needed
0.5,72,0.7361111111111112,0.7378378378378379,0.7356521739130435,0.7305019305019305,0.78125,0.6756756756756757,0.7246376811594203,0.2,28,7,12,25,task_pre_all,task,pre_all,compact13,13,logistic_balanced,all,aggregate,,72,,,0,0.4783783783783784,0.2594594594594595,False,True,True,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_iteration_needed
0.6,72,0.6944444444444444,0.6980694980694981,0.690625,0.7305019305019305,0.7777777777777778,0.5675675675675675,0.65625,0.17142857142857143,29,6,16,21,task_pre_all,task,pre_all,compact13,13,logistic_balanced,all,aggregate,,72,,,0,0.4783783783783784,0.21969111969111976,False,True,True,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_iteration_needed
0.4,72,0.6805555555555556,0.6768339768339768,0.6729211929685956,0.7783783783783784,0.6521739130434783,0.8108108108108109,0.7228915662650602,0.45714285714285713,19,16,7,30,task_pre_all,task,pre_all,compact13,13,random_forest_balanced_depth3,all,aggregate,,72,,,0,0.4783783783783784,0.19845559845559846,True,False,True,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_iteration_needed
0.5,72,0.75,0.7505791505791506,0.75,0.7783783783783784,0.7714285714285715,0.7297297297297297,0.75,0.22857142857142856,27,8,10,27,task_pre_all,task,pre_all,compact13,13,random_forest_balanced_depth3,all,aggregate,,72,,,0,0.4783783783783784,0.2722007722007722,False,True,True,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_iteration_needed
0.6,72,0.6805555555555556,0.686100386100386,0.669790628115653,0.7783783783783784,0.8181818181818182,0.4864864864864865,0.6101694915254238,0.11428571428571428,31,4,19,18,task_pre_all,task,pre_all,compact13,13,random_forest_balanced_depth3,all,aggregate,,72,,,0,0.4783783783783784,0.20772200772200766,False,True,True,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_iteration_needed
0.4,72,0.4861111111111111,0.4783783783783784,0.43833017077798864,0.4783783783783784,0.5,0.7567567567567568,0.6021505376344086,0.8,7,28,9,28,task_pre_all,task,pre_all,expanded154,154,dummy_most_frequent,all,aggregate,,72,,,0,0.4783783783783784,0.0,False,False,False,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_iteration_needed
0.5,72,0.4861111111111111,0.4783783783783784,0.43833017077798864,0.4783783783783784,0.5,0.7567567567567568,0.6021505376344086,0.8,7,28,9,28,task_pre_all,task,pre_all,expanded154,154,dummy_most_frequent,all,aggregate,,72,,,0,0.4783783783783784,0.0,False,False,False,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_iteration_needed
0.6,72,0.4861111111111111,0.4783783783783784,0.43833017077798864,0.4783783783783784,0.5,0.7567567567567568,0.6021505376344086,0.8,7,28,9,28,task_pre_all,task,pre_all,expanded154,154,dummy_most_frequent,all,aggregate,,72,,,0,0.4783783783783784,0.0,False,False,False,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_iteration_needed
0.4,72,0.5694444444444444,0.5586872586872587,0.48606953718627677,0.6293436293436293,0.546875,0.9459459459459459,0.693069306930693,0.8285714285714286,6,29,2,35,task_pre_all,task,pre_all,expanded154,154,extra_trees_balanced_depth3,all,aggregate,,72,,,0,0.4783783783783784,0.08030888030888028,True,False,False,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_iteration_needed
0.5,72,0.5972222222222222,0.6027027027027028,0.5836490528414755,0.6293436293436293,0.6818181818181818,0.40540540540540543,0.5084745762711864,0.2,28,7,22,15,task_pre_all,task,pre_all,expanded154,154,extra_trees_balanced_depth3,all,aggregate,,72,,,0,0.4783783783783784,0.12432432432432439,False,True,False,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_iteration_needed
0.6,72,0.5,0.5135135135135135,0.35650446871896724,0.6293436293436293,1.0,0.02702702702702703,0.05263157894736842,0.0,35,0,36,1,task_pre_all,task,pre_all,expanded154,154,extra_trees_balanced_depth3,all,aggregate,,72,,,0,0.4783783783783784,0.03513513513513511,False,True,False,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_iteration_needed
0.4,72,0.4861111111111111,0.48532818532818534,0.4852173913043478,0.522007722007722,0.5,0.5135135135135135,0.5066666666666667,0.5428571428571428,16,19,18,19,task_pre_all,task,pre_all,expanded154,154,logistic_balanced,all,aggregate,,72,,,0,0.4783783783783784,0.006949806949806958,False,False,False,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_iteration_needed
0.5,72,0.4722222222222222,0.4741312741312741,0.47058823529411764,0.522007722007722,0.4838709677419355,0.40540540540540543,0.4411764705882353,0.45714285714285713,19,16,22,15,task_pre_all,task,pre_all,expanded154,154,logistic_balanced,all,aggregate,,72,,,0,0.4783783783783784,-0.004247104247104283,False,False,False,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_iteration_needed
0.6,72,0.4722222222222222,0.47644787644787645,0.4618410700236035,0.522007722007722,0.48,0.32432432432432434,0.3870967741935484,0.37142857142857144,22,13,25,12,task_pre_all,task,pre_all,expanded154,154,logistic_balanced,all,aggregate,,72,,,0,0.4783783783783784,-0.0019305019305019266,False,False,False,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_iteration_needed
0.4,72,0.6111111111111112,0.6038610038610039,0.5785953177257526,0.732046332046332,0.5818181818181818,0.8648648648648649,0.6956521739130435,0.6571428571428571,12,23,5,32,task_pre_all,task,pre_all,expanded154,154,random_forest_balanced_depth3,all,aggregate,,72,,,0,0.4783783783783784,0.12548262548262556,True,False,False,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_iteration_needed
0.5,72,0.6527777777777778,0.6544401544401545,0.6521739130434783,0.732046332046332,0.6875,0.5945945945945946,0.6376811594202898,0.2857142857142857,25,10,15,22,task_pre_all,task,pre_all,expanded154,154,random_forest_balanced_depth3,all,aggregate,,72,,,0,0.4783783783783784,0.1760617760617761,False,False,True,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_iteration_needed
0.6,72,0.5,0.5111969111969112,0.4109090909090909,0.732046332046332,0.5714285714285714,0.10810810810810811,0.18181818181818182,0.08571428571428572,32,3,33,4,task_pre_all,task,pre_all,expanded154,154,random_forest_balanced_depth3,all,aggregate,,72,,,0,0.4783783783783784,0.032818532818532864,False,True,False,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_iteration_needed
