threshold,rows,accuracy,balanced_accuracy,macro_f1,roc_auc,precision_target,recall_target,f1_target,normal_fpr,tn,fp,fn,tp,dataset,target_class,policy_variant,feature_set,feature_count,model,fold,metric_scope,train_rows,test_rows,train_groups,test_groups,group_overlap_count
0.6,18,0.6111111111111112,0.5,0.3793103448275862,0.5,0.6111111111111112,1.0,0.7586206896551724,1.0,0,7,0,11,fault_no_overlap,fault,no_overlap,compact13,13,dummy_most_frequent,5,fold,72.0,18,1|2|3|5|6|7|8|9|11|12|13|15|16|17|18|19|20|21|23|25|27|28|29|31,4|14|22|24|26|30|32,0
0.4,18,0.7777777777777778,0.7662337662337663,0.7662337662337663,0.8311688311688311,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.2857142857142857,5,2,2,9,fault_no_overlap,fault,no_overlap,compact13,13,logistic_balanced,5,fold,72.0,18,1|2|3|5|6|7|8|9|11|12|13|15|16|17|18|19|20|21|23|25|27|28|29|31,4|14|22|24|26|30|32,0
0.5,18,0.6666666666666666,0.6753246753246753,0.6625,0.8311688311688311,0.7777777777777778,0.6363636363636364,0.7,0.2857142857142857,5,2,4,7,fault_no_overlap,fault,no_overlap,compact13,13,logistic_balanced,5,fold,72.0,18,1|2|3|5|6|7|8|9|11|12|13|15|16|17|18|19|20|21|23|25|27|28|29|31,4|14|22|24|26|30|32,0
0.6,18,0.7222222222222222,0.7467532467532467,0.7213622291021672,0.8311688311688311,0.875,0.6363636363636364,0.7368421052631579,0.14285714285714285,6,1,4,7,fault_no_overlap,fault,no_overlap,compact13,13,logistic_balanced,5,fold,72.0,18,1|2|3|5|6|7|8|9|11|12|13|15|16|17|18|19|20|21|23|25|27|28|29|31,4|14|22|24|26|30|32,0
0.4,18,0.8333333333333334,0.8116883116883117,0.8193979933110368,0.8311688311688312,0.8333333333333334,0.9090909090909091,0.8695652173913043,0.2857142857142857,5,2,1,10,fault_no_overlap,fault,no_overlap,compact13,13,lightgbm_balanced,5,fold,72.0,18,1|2|3|5|6|7|8|9|11|12|13|15|16|17|18|19|20|21|23|25|27|28|29|31,4|14|22|24|26|30|32,0
0.5,18,0.7777777777777778,0.7662337662337663,0.7662337662337663,0.8311688311688312,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.2857142857142857,5,2,2,9,fault_no_overlap,fault,no_overlap,compact13,13,lightgbm_balanced,5,fold,72.0,18,1|2|3|5|6|7|8|9|11|12|13|15|16|17|18|19|20|21|23|25|27|28|29|31,4|14|22|24|26|30|32,0
0.6,18,0.7222222222222222,0.7207792207792207,0.7142857142857142,0.8311688311688312,0.8,0.7272727272727273,0.7619047619047619,0.2857142857142857,5,2,3,8,fault_no_overlap,fault,no_overlap,compact13,13,lightgbm_balanced,5,fold,72.0,18,1|2|3|5|6|7|8|9|11|12|13|15|16|17|18|19|20|21|23|25|27|28|29|31,4|14|22|24|26|30|32,0
0.4,18,0.7222222222222222,0.6948051948051948,0.6989966555183946,0.8571428571428571,0.75,0.8181818181818182,0.782608695652174,0.42857142857142855,4,3,2,9,fault_no_overlap,fault,no_overlap,compact13,13,xgboost_balanced,5,fold,72.0,18,1|2|3|5|6|7|8|9|11|12|13|15|16|17|18|19|20|21|23|25|27|28|29|31,4|14|22|24|26|30|32,0
0.5,18,0.7777777777777778,0.7662337662337663,0.7662337662337663,0.8571428571428571,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.2857142857142857,5,2,2,9,fault_no_overlap,fault,no_overlap,compact13,13,xgboost_balanced,5,fold,72.0,18,1|2|3|5|6|7|8|9|11|12|13|15|16|17|18|19|20|21|23|25|27|28|29|31,4|14|22|24|26|30|32,0
0.6,18,0.7222222222222222,0.7467532467532467,0.7213622291021672,0.8571428571428571,0.875,0.6363636363636364,0.7368421052631579,0.14285714285714285,6,1,4,7,fault_no_overlap,fault,no_overlap,compact13,13,xgboost_balanced,5,fold,72.0,18,1|2|3|5|6|7|8|9|11|12|13|15|16|17|18|19|20|21|23|25|27|28|29|31,4|14|22|24|26|30|32,0
