dataset_id,feature_set,feature_count,train_mode,feature,coefficient,abs_coefficient,scaler_mean,scaler_scale,rank
fault_known_only_main,expanded154,154,candidate_normal_train,p_net_meter_volume__last_1d_mean_minus_prev_6d_mean,-0.10052293744356307,0.10052293744356307,69.51195971934972,91.31000797422556,102
fault_known_only_main,expanded154,154,candidate_normal_train,s_hc1_supply_temperature_setpoint__max,0.09370868601239492,0.09370868601239492,64.87939506172839,14.700052948600657,103
fault_known_only_main,expanded154,154,candidate_normal_train,p_net_meter_energy__last_1d_std_minus_prev_6d_std,0.09205123020640085,0.09205123020640085,-1366.6582481552823,1880.1660958472612,104
fault_known_only_main,expanded154,154,candidate_normal_train,outdoor_temperature__std,0.08981561619273368,0.08981561619273368,2.9785391615120704,1.8325041367033612,105
fault_known_only_main,expanded154,154,candidate_normal_train,p_net_return_temperature__last_minus_first,-0.08911402390588911,0.08911402390588911,-1.2893520164609085,8.313209956270477,106
fault_known_only_main,expanded154,154,candidate_normal_train,p_net_meter_energy__last_minus_first,0.08838592687684241,0.08838592687684241,6572.452506172838,8715.299934302873,107
fault_known_only_main,expanded154,154,candidate_normal_train,p_net_meter_volume__last_1d_std_minus_prev_6d_std,0.08706388147923577,0.08706388147923577,-29.093755270373798,38.59830873381452,108
fault_known_only_main,expanded154,154,candidate_normal_train,p_net_return_temperature__min,0.08309075326420375,0.08309075326420375,32.0861975308642,8.137882164135837,109
fault_known_only_main,expanded154,154,candidate_normal_train,p_return_gap__mean,0.08135429426892737,0.08135429426892737,-4.722953968199645,5.887956998083291,110
fault_known_only_main,expanded154,154,candidate_normal_train,p_net_supply_temperature__max,-0.08062351515569653,0.08062351515569653,93.91330864197529,6.79049824527946,111
fault_known_only_main,expanded154,154,candidate_normal_train,outdoor_temperature__min,-0.07944704751701523,0.07944704751701523,5.092481481481482,6.313723027808496,112
fault_known_only_main,expanded154,154,candidate_normal_train,s_hc1_supply_temperature__max,0.07934209162760543,0.07934209162760543,68.89525925925926,12.269205524077094,113
fault_known_only_main,expanded154,154,candidate_normal_train,p_return_gap__last_minus_first,0.0741248371685429,0.0741248371685429,1.4582337037037028,6.956023579565126,114
fault_known_only_main,expanded154,154,candidate_normal_train,p_net_meter_heat_power__last_12h_mean_minus_prev_12h_mean,-0.07286726364480828,0.07286726364480828,0.2651982818489325,8.723724802752418,115
fault_known_only_main,expanded154,154,candidate_normal_train,p_hc1_return_temperature__median,-0.07216356549961991,0.07216356549961991,41.990240740740745,9.249285076847,116
fault_known_only_main,expanded154,154,candidate_normal_train,outdoor_temperature__max,-0.07020805362778604,0.07020805362778604,18.837925925925926,14.589187172864818,117
fault_known_only_main,expanded154,154,candidate_normal_train,s_hc1_supply_temperature__last_12h_mean_minus_prev_12h_mean,-0.06979969264410359,0.06979969264410359,-0.10056548721340415,4.326337171031562,118
fault_known_only_main,expanded154,154,candidate_normal_train,s_hc1_supply_temperature__last_6h_mean_minus_prev_6h_mean,0.06325659626624576,0.06325659626624576,0.418496433470509,4.335631444282159,119
fault_known_only_main,expanded154,154,candidate_normal_train,p_hc1_return_temperature__mean,-0.06145202588501166,0.06145202588501166,42.07716201805636,8.8233783843424,120
fault_known_only_main,expanded154,154,candidate_normal_train,p_net_supply_temperature__std,0.061319059446786485,0.061319059446786485,3.2502416892380137,3.502083341531348,121
fault_known_only_main,expanded154,154,candidate_normal_train,p_net_return_temperature__median,-0.05895713149442408,0.05895713149442408,47.47065917107585,6.829299351192109,122
fault_known_only_main,expanded154,154,candidate_normal_train,s_hc1_supply_temperature__mean,0.05812448882421194,0.05812448882421194,53.41425004909687,11.95005199918075,123
fault_known_only_main,expanded154,154,candidate_normal_train,s_hc1_supply_temperature__min,-0.04802902361904243,0.04802902361904243,38.849259259259256,11.666123328911674,124
fault_known_only_main,expanded154,154,candidate_normal_train,p_net_meter_energy__std,0.0456534342715303,0.0456534342715303,1920.9432760433376,2549.669968708364,125
fault_known_only_main,expanded154,154,candidate_normal_train,outdoor_temperature__mean,-0.03910239271159117,0.03910239271159117,10.941730339791743,7.537198635611254,126
fault_known_only_main,expanded154,154,candidate_normal_train,s_hc1_supply_temperature__median,-0.03845373270384559,0.03845373270384559,53.48645802469136,12.716886381929854,127
fault_known_only_main,expanded154,154,candidate_normal_train,p_net_meter_energy__mean,0.037297343100144965,0.037297343100144965,742175.6009510042,1621388.64617842,128
fault_known_only_main,expanded154,154,candidate_normal_train,p_net_meter_energy__median,0.037253839452946996,0.037253839452946996,742189.1329805997,1621369.4993064068,129
fault_known_only_main,expanded154,154,candidate_normal_train,p_net_meter_energy__max,0.03724167491171291,0.03724167491171291,745490.8944814814,1624557.6421836442,130
fault_known_only_main,expanded154,154,candidate_normal_train,s_hc1_supply_temperature_error__min,0.037130980545808594,0.037130980545808594,-11.573333333333334,9.999559786606905,131
fault_known_only_main,expanded154,154,candidate_normal_train,p_net_meter_energy__min,0.03685156560433012,0.03685156560433012,739239.2753086421,1618032.9374479384,132
fault_known_only_main,expanded154,154,candidate_normal_train,s_hc1_supply_temperature_error__last_minus_first,-0.03661344806871876,0.03661344806871876,-0.3713148148148146,11.247034727847609,133
fault_known_only_main,expanded154,154,candidate_normal_train,p_net_return_temperature__last_6h_mean_minus_prev_6h_mean,0.0346679286987934,0.0346679286987934,0.23619754235915158,3.021541357261418,134
fault_known_only_main,expanded154,154,candidate_normal_train,p_net_power_flow_ratio__last_12h_mean_minus_prev_12h_mean,-0.028723369753866954,0.028723369753866954,0.00040610196832270286,0.0051993786876053825,135
fault_known_only_main,expanded154,154,candidate_normal_train,p_net_meter_volume__max,0.02711119558550868,0.02711119558550868,17457.471702839506,42060.40097171463,136
