dataset_id,feature,sensor,stat,coefficient_mean,coefficient_std,abs_coefficient_mean,abs_coefficient_std,rank_abs_coefficient
strict_no_event20,s_hc1_supply_temperature__mean,s_hc1_supply_temperature,mean,-0.14047318627195732,0.0641718123909441,0.14047318627195732,0.0641718123909441,47
strict_no_event20,outdoor_temperature__median,outdoor_temperature,median,-0.11958909123357735,0.13900914060040384,0.1390353964660926,0.11417936661214022,48
strict_no_event20,s_hc1_supply_temperature__std,s_hc1_supply_temperature,std,-0.09857810644441176,0.13663626486886674,0.11874872933488764,0.11484749373281644,49
strict_no_event20,s_hc1_supply_temperature__median,s_hc1_supply_temperature,median,-0.1007738870062828,0.08954689042588178,0.11616739799113103,0.06200230252056292,50
strict_no_event20,p_net_meter_flow__mean,p_net_meter_flow,mean,0.1159434923465696,0.12193213357415308,0.1159434923465696,0.12193213357415308,51
strict_no_event20,p_net_meter_flow__median,p_net_meter_flow,median,0.05589649694049363,0.1376842441115633,0.10867367646997113,0.09000007829147079,52
strict_no_event20,p_hc1_return_temperature__max,p_hc1_return_temperature,max,0.0402170532608108,0.13310029650699165,0.10609468352184026,0.07528180927009129,53
strict_no_event20,p_net_meter_volume__last_minus_first,p_net_meter_volume,last_minus_first,0.080591628224151,0.11475614506662124,0.08776959254298529,0.10797388242706689,54
strict_no_event20,outdoor_temperature__mean,outdoor_temperature,mean,-0.06685660661502131,0.09636218932373858,0.08421983747640935,0.07750291969124565,55
strict_no_event20,p_net_supply_temperature__median,p_net_supply_temperature,median,-0.008450779777088604,0.09695592741544388,0.0788131037088329,0.04153720999616876,56
strict_no_event20,p_net_meter_volume__median,p_net_meter_volume,median,-0.06999504928649307,0.05820970030535881,0.07051806652998069,0.057415204706631945,57
strict_no_event20,p_net_meter_volume__min,p_net_meter_volume,min,-0.06991786670535217,0.05833210504270888,0.07050737358750661,0.05743829229475388,58
strict_no_event20,p_net_meter_volume__mean,p_net_meter_volume,mean,-0.0698247025030409,0.058231286933719865,0.07039156896353091,0.05737183892007045,59
strict_no_event20,p_net_meter_volume__max,p_net_meter_volume,max,-0.06953217966521553,0.05822887711686617,0.0701371969180503,0.057314694033329346,60
strict_no_event20,p_net_meter_energy__missing_rate,p_net_meter_energy,missing_rate,-0.04538330094251814,0.03911207358113631,0.04538330094251814,0.03911207358113631,61
strict_no_event20,p_net_meter_flow__missing_rate,p_net_meter_flow,missing_rate,-0.04538330094251814,0.03911207358113631,0.04538330094251814,0.03911207358113631,62
strict_no_event20,p_net_meter_heat_power__missing_rate,p_net_meter_heat_power,missing_rate,-0.04538330094251814,0.03911207358113631,0.04538330094251814,0.03911207358113631,63
strict_no_event20,p_net_meter_volume__missing_rate,p_net_meter_volume,missing_rate,-0.04538330094251814,0.03911207358113631,0.04538330094251814,0.03911207358113631,64
strict_no_event20,p_net_return_temperature__missing_rate,p_net_return_temperature,missing_rate,-0.04538330094251814,0.03911207358113631,0.04538330094251814,0.03911207358113631,65
strict_no_event20,p_net_supply_temperature__missing_rate,p_net_supply_temperature,missing_rate,-0.04538330094251814,0.03911207358113631,0.04538330094251814,0.03911207358113631,66
strict_no_event20,outdoor_temperature__missing_rate,outdoor_temperature,missing_rate,0.0,0.0,0.0,0.0,67
strict_no_event20,p_hc1_return_temperature__missing_rate,p_hc1_return_temperature,missing_rate,0.0,0.0,0.0,0.0,68
strict_no_event20,s_hc1_supply_temperature__missing_rate,s_hc1_supply_temperature,missing_rate,0.0,0.0,0.0,0.0,69
strict_no_event20,s_hc1_supply_temperature_setpoint__missing_rate,s_hc1_supply_temperature_setpoint,missing_rate,0.0,0.0,0.0,0.0,70
strict_no_event20_no_event67,s_hc1_supply_temperature__last_minus_first,s_hc1_supply_temperature,last_minus_first,-0.5183085378977166,0.05966152050426455,0.5183085378977166,0.05966152050426455,1
strict_no_event20_no_event67,p_hc1_return_temperature__std,p_hc1_return_temperature,std,0.4691855016825645,0.18372943531617972,0.4691855016825645,0.18372943531617972,2
strict_no_event20_no_event67,p_net_return_temperature__std,p_net_return_temperature,std,0.4654126835620954,0.17837847132673118,0.4654126835620954,0.17837847132673118,3
strict_no_event20_no_event67,p_net_return_temperature__min,p_net_return_temperature,min,-0.4644312579218049,0.19644865151769167,0.4644312579218049,0.19644865151769167,4
strict_no_event20_no_event67,p_net_return_temperature__last_minus_first,p_net_return_temperature,last_minus_first,-0.42476802982407813,0.3227046511935554,0.44329627922042647,0.2898855841351853,5
strict_no_event20_no_event67,outdoor_temperature__max,outdoor_temperature,max,0.43144582383812724,0.12843496796036852,0.43144582383812724,0.12843496796036852,6
strict_no_event20_no_event67,p_net_meter_flow__min,p_net_meter_flow,min,-0.3544024731219108,0.3325663055091343,0.41644448884986307,0.2254311943517879,7
