accuracy,balanced_accuracy,precision,recall,f1,roc_auc,true_negative_count,false_positive_count,false_negative_count,true_positive_count,false_positive_rate,false_negative_rate,dataset_id,feature_set,feature_count,train_mode,model,threshold,rows,normal_rows,fault_rows,fp_event_ids,fn_event_ids,hard_normal_fp_event_ids,hard_normal_fp_share
0.7230769230769231,0.7166666666666667,0.7307692307692307,0.6333333333333333,0.6785714285714286,0.8104761904761906,28,7,11,19,0.2,0.36666666666666664,fault_with_unknown34_no_event67,compact13,13,fixed_only,logistic_balanced,0.5,65,35,30,"2,19,27,28,33,59,68","6,11,15,32,34,36,47,52,57,63,65","27,28,68",0.42857142857142855
0.7538461538461538,0.7404761904761905,0.85,0.5666666666666667,0.68,0.8104761904761906,32,3,13,17,0.08571428571428572,0.43333333333333335,fault_with_unknown34_no_event67,compact13,13,fixed_only,logistic_balanced,0.6,65,35,30,"19,27,28","6,11,13,15,29,32,34,36,47,52,57,63,65","27,28",0.6666666666666666
0.5384615384615384,0.5,0.0,0.0,0.0,0.5,35,0,30,0,0.0,1.0,fault_with_unknown34_no_event67,expanded154,154,candidate_normal_train,dummy_most_frequent,0.5,65,35,30,,"1,3,5,6,7,10,11,13,15,23,24,29,32,34,36,37,38,40,44,45,47,49,52,53,57,60,62,63,64,65",,1.0
0.5384615384615384,0.5,0.0,0.0,0.0,0.5,35,0,30,0,0.0,1.0,fault_with_unknown34_no_event67,expanded154,154,candidate_normal_train,dummy_most_frequent,0.6,65,35,30,,"1,3,5,6,7,10,11,13,15,23,24,29,32,34,36,37,38,40,44,45,47,49,52,53,57,60,62,63,64,65",,1.0
0.7076923076923077,0.7,0.72,0.6,0.6545454545454545,0.7514285714285716,28,7,12,18,0.2,0.4,fault_with_unknown34_no_event67,expanded154,154,candidate_normal_train,logistic_balanced,0.5,65,35,30,"14,18,19,27,28,59,68","5,11,13,15,29,32,34,36,49,52,53,64","27,28,68",0.42857142857142855
0.7230769230769231,0.7142857142857143,0.75,0.6,0.6666666666666666,0.7514285714285716,29,6,12,18,0.17142857142857143,0.4,fault_with_unknown34_no_event67,expanded154,154,candidate_normal_train,logistic_balanced,0.6,65,35,30,"18,19,27,28,59,68","5,11,13,15,29,32,34,36,49,52,53,64","27,28,68",0.5
0.5384615384615384,0.5,0.0,0.0,0.0,0.5,35,0,30,0,0.0,1.0,fault_with_unknown34_no_event67,expanded154,154,fixed_only,dummy_most_frequent,0.5,65,35,30,,"1,3,5,6,7,10,11,13,15,23,24,29,32,34,36,37,38,40,44,45,47,49,52,53,57,60,62,63,64,65",,1.0
0.5384615384615384,0.5,0.0,0.0,0.0,0.5,35,0,30,0,0.0,1.0,fault_with_unknown34_no_event67,expanded154,154,fixed_only,dummy_most_frequent,0.6,65,35,30,,"1,3,5,6,7,10,11,13,15,23,24,29,32,34,36,37,38,40,44,45,47,49,52,53,57,60,62,63,64,65",,1.0
0.676923076923077,0.6690476190476191,0.68,0.5666666666666667,0.6181818181818182,0.6838095238095239,27,8,13,17,0.22857142857142856,0.43333333333333335,fault_with_unknown34_no_event67,expanded154,154,fixed_only,logistic_balanced,0.5,65,35,30,"2,14,18,19,28,59,61,68","6,11,13,15,24,29,32,34,36,49,52,64,65","28,68",0.25
0.6923076923076923,0.680952380952381,0.7272727272727273,0.5333333333333333,0.6153846153846154,0.6838095238095239,29,6,14,16,0.17142857142857143,0.4666666666666667,fault_with_unknown34_no_event67,expanded154,154,fixed_only,logistic_balanced,0.6,65,35,30,"18,19,28,59,61,68","5,6,11,13,15,24,29,32,34,36,49,52,64,65","28,68",0.3333333333333333
