dataset_id,model,threshold,rows,normal_rows,pre_event_rows,balanced_accuracy,precision,recall,f1,normal_fpr,tn,fp,fn,tp
system_dhw_storage__all_faults__report_pre_7d,logistic_balanced,0.4,61,34,27,0.789760348583878,0.7333333333333333,0.8148148148148148,0.7719298245614035,0.23529411764705882,26,8,5,22
system_dhw_storage__all_faults__report_pre_7d,logistic_balanced,0.5,61,34,27,0.8485838779956427,0.8461538461538461,0.8148148148148148,0.8301886792452831,0.11764705882352941,30,4,5,22
system_dhw_storage__all_faults__report_pre_7d,logistic_balanced,0.6,61,34,27,0.8371459694989107,0.95,0.7037037037037037,0.8085106382978723,0.029411764705882353,33,1,8,19
system_dhw_storage__all_faults__report_pre_7d,random_forest_depth3,0.4,61,34,27,0.7570806100217865,0.6410256410256411,0.9259259259259259,0.7575757575757576,0.4117647058823529,20,14,2,25
system_dhw_storage__all_faults__report_pre_7d,random_forest_depth3,0.5,61,34,27,0.7674291938997821,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.20588235294117646,27,7,7,20
system_dhw_storage__all_faults__report_pre_7d,random_forest_depth3,0.6,61,34,27,0.7521786492374727,0.8421052631578947,0.5925925925925926,0.6956521739130435,0.08823529411764706,31,3,11,16
system_dhw_storage__all_faults__report_pre_7d,xgboost_depth3,0.4,61,34,27,0.7603485838779956,0.6875,0.8148148148148148,0.7457627118644068,0.29411764705882354,24,10,5,22
system_dhw_storage__all_faults__report_pre_7d,xgboost_depth3,0.5,61,34,27,0.7565359477124183,0.7,0.7777777777777778,0.7368421052631579,0.2647058823529412,25,9,6,21
system_dhw_storage__all_faults__report_pre_7d,xgboost_depth3,0.6,61,34,27,0.7712418300653594,0.7241379310344828,0.7777777777777778,0.75,0.23529411764705882,26,8,6,21
system_dhw_storage_return__all_faults__report_pre_1d,dummy_most_frequent,0.4,22,12,10,0.375,0.0,0.0,0.0,0.25,9,3,10,0
system_dhw_storage_return__all_faults__report_pre_1d,dummy_most_frequent,0.5,22,12,10,0.375,0.0,0.0,0.0,0.25,9,3,10,0
system_dhw_storage_return__all_faults__report_pre_1d,dummy_most_frequent,0.6,22,12,10,0.375,0.0,0.0,0.0,0.25,9,3,10,0
system_dhw_storage_return__all_faults__report_pre_1d,hist_gradient_boosting,0.4,22,12,10,0.3416666666666667,0.35294117647058826,0.6,0.4444444444444444,0.9166666666666666,1,11,4,6
system_dhw_storage_return__all_faults__report_pre_1d,hist_gradient_boosting,0.5,22,12,10,0.375,0.0,0.0,0.0,0.25,9,3,10,0
system_dhw_storage_return__all_faults__report_pre_1d,hist_gradient_boosting,0.6,22,12,10,0.5,0.0,0.0,0.0,0.0,12,0,10,0
system_dhw_storage_return__all_faults__report_pre_1d,lightgbm_depth3,0.4,22,12,10,0.9083333333333333,0.9,0.9,0.9,0.08333333333333333,11,1,1,9
system_dhw_storage_return__all_faults__report_pre_1d,lightgbm_depth3,0.5,22,12,10,0.9083333333333333,0.9,0.9,0.9,0.08333333333333333,11,1,1,9
system_dhw_storage_return__all_faults__report_pre_1d,lightgbm_depth3,0.6,22,12,10,0.9083333333333333,0.9,0.9,0.9,0.08333333333333333,11,1,1,9
system_dhw_storage_return__all_faults__report_pre_1d,logistic_balanced,0.4,22,12,10,0.75,0.625,1.0,0.7692307692307693,0.5,6,6,0,10
system_dhw_storage_return__all_faults__report_pre_1d,logistic_balanced,0.5,22,12,10,0.7916666666666667,0.6666666666666666,1.0,0.8,0.4166666666666667,7,5,0,10
system_dhw_storage_return__all_faults__report_pre_1d,logistic_balanced,0.6,22,12,10,0.7416666666666667,0.6428571428571429,0.9,0.75,0.4166666666666667,7,5,1,9
system_dhw_storage_return__all_faults__report_pre_1d,random_forest_depth3,0.4,22,12,10,0.7916666666666667,0.6666666666666666,1.0,0.8,0.4166666666666667,7,5,0,10
system_dhw_storage_return__all_faults__report_pre_1d,random_forest_depth3,0.5,22,12,10,0.9583333333333333,0.9090909090909091,1.0,0.9523809523809523,0.08333333333333333,11,1,0,10
system_dhw_storage_return__all_faults__report_pre_1d,random_forest_depth3,0.6,22,12,10,0.95,1.0,0.9,0.9473684210526315,0.0,12,0,1,9
system_dhw_storage_return__all_faults__report_pre_1d,xgboost_depth3,0.4,22,12,10,0.7833333333333333,0.6923076923076923,0.9,0.782608695652174,0.3333333333333333,8,4,1,9
system_dhw_storage_return__all_faults__report_pre_1d,xgboost_depth3,0.5,22,12,10,0.7833333333333333,0.6923076923076923,0.9,0.782608695652174,0.3333333333333333,8,4,1,9
system_dhw_storage_return__all_faults__report_pre_1d,xgboost_depth3,0.6,22,12,10,0.725,0.7,0.7,0.7,0.25,9,3,3,7
system_dhw_storage_return__all_faults__report_pre_3d,dummy_most_frequent,0.4,22,12,10,0.375,0.0,0.0,0.0,0.25,9,3,10,0
system_dhw_storage_return__all_faults__report_pre_3d,dummy_most_frequent,0.5,22,12,10,0.375,0.0,0.0,0.0,0.25,9,3,10,0
system_dhw_storage_return__all_faults__report_pre_3d,dummy_most_frequent,0.6,22,12,10,0.375,0.0,0.0,0.0,0.25,9,3,10,0
system_dhw_storage_return__all_faults__report_pre_3d,hist_gradient_boosting,0.4,22,12,10,0.3416666666666667,0.35294117647058826,0.6,0.4444444444444444,0.9166666666666666,1,11,4,6
system_dhw_storage_return__all_faults__report_pre_3d,hist_gradient_boosting,0.5,22,12,10,0.375,0.0,0.0,0.0,0.25,9,3,10,0
system_dhw_storage_return__all_faults__report_pre_3d,hist_gradient_boosting,0.6,22,12,10,0.5,0.0,0.0,0.0,0.0,12,0,10,0
system_dhw_storage_return__all_faults__report_pre_3d,lightgbm_depth3,0.4,22,12,10,0.6416666666666666,0.5833333333333334,0.7,0.6363636363636364,0.4166666666666667,7,5,3,7
system_dhw_storage_return__all_faults__report_pre_3d,lightgbm_depth3,0.5,22,12,10,0.6416666666666666,0.5833333333333334,0.7,0.6363636363636364,0.4166666666666667,7,5,3,7
system_dhw_storage_return__all_faults__report_pre_3d,lightgbm_depth3,0.6,22,12,10,0.6833333333333333,0.6363636363636364,0.7,0.6666666666666666,0.3333333333333333,8,4,3,7
system_dhw_storage_return__all_faults__report_pre_3d,logistic_balanced,0.4,22,12,10,0.6166666666666667,0.5294117647058824,0.9,0.6666666666666666,0.6666666666666666,4,8,1,9
system_dhw_storage_return__all_faults__report_pre_3d,logistic_balanced,0.5,22,12,10,0.5916666666666667,0.5454545454545454,0.6,0.5714285714285714,0.4166666666666667,7,5,4,6
system_dhw_storage_return__all_faults__report_pre_3d,logistic_balanced,0.6,22,12,10,0.5833333333333333,0.5555555555555556,0.5,0.5263157894736842,0.3333333333333333,8,4,5,5
system_dhw_storage_return__all_faults__report_pre_3d,random_forest_depth3,0.4,22,12,10,0.4666666666666667,0.42857142857142855,0.6,0.5,0.6666666666666666,4,8,4,6
system_dhw_storage_return__all_faults__report_pre_3d,random_forest_depth3,0.5,22,12,10,0.675,0.6666666666666666,0.6,0.631578947368421,0.25,9,3,4,6
system_dhw_storage_return__all_faults__report_pre_3d,random_forest_depth3,0.6,22,12,10,0.6583333333333333,0.8,0.4,0.5333333333333333,0.08333333333333333,11,1,6,4
system_dhw_storage_return__all_faults__report_pre_3d,xgboost_depth3,0.4,22,12,10,0.825,0.75,0.9,0.8181818181818182,0.25,9,3,1,9
system_dhw_storage_return__all_faults__report_pre_3d,xgboost_depth3,0.5,22,12,10,0.775,0.7272727272727273,0.8,0.7619047619047619,0.25,9,3,2,8
system_dhw_storage_return__all_faults__report_pre_3d,xgboost_depth3,0.6,22,12,10,0.8166666666666667,0.8,0.8,0.8,0.16666666666666666,10,2,2,8
system_dhw_storage_return__all_faults__report_pre_5d,dummy_most_frequent,0.4,22,12,10,0.375,0.0,0.0,0.0,0.25,9,3,10,0
system_dhw_storage_return__all_faults__report_pre_5d,dummy_most_frequent,0.5,22,12,10,0.375,0.0,0.0,0.0,0.25,9,3,10,0
system_dhw_storage_return__all_faults__report_pre_5d,dummy_most_frequent,0.6,22,12,10,0.375,0.0,0.0,0.0,0.25,9,3,10,0
system_dhw_storage_return__all_faults__report_pre_5d,hist_gradient_boosting,0.4,22,12,10,0.3416666666666667,0.35294117647058826,0.6,0.4444444444444444,0.9166666666666666,1,11,4,6
system_dhw_storage_return__all_faults__report_pre_5d,hist_gradient_boosting,0.5,22,12,10,0.375,0.0,0.0,0.0,0.25,9,3,10,0
system_dhw_storage_return__all_faults__report_pre_5d,hist_gradient_boosting,0.6,22,12,10,0.5,0.0,0.0,0.0,0.0,12,0,10,0
system_dhw_storage_return__all_faults__report_pre_5d,lightgbm_depth3,0.4,22,12,10,0.675,0.6666666666666666,0.6,0.631578947368421,0.25,9,3,4,6
system_dhw_storage_return__all_faults__report_pre_5d,lightgbm_depth3,0.5,22,12,10,0.675,0.6666666666666666,0.6,0.631578947368421,0.25,9,3,4,6
system_dhw_storage_return__all_faults__report_pre_5d,lightgbm_depth3,0.6,22,12,10,0.675,0.6666666666666666,0.6,0.631578947368421,0.25,9,3,4,6
system_dhw_storage_return__all_faults__report_pre_5d,logistic_balanced,0.4,22,12,10,0.5916666666666667,0.5454545454545454,0.6,0.5714285714285714,0.4166666666666667,7,5,4,6
system_dhw_storage_return__all_faults__report_pre_5d,logistic_balanced,0.5,22,12,10,0.5916666666666667,0.5454545454545454,0.6,0.5714285714285714,0.4166666666666667,7,5,4,6
system_dhw_storage_return__all_faults__report_pre_5d,logistic_balanced,0.6,22,12,10,0.5833333333333333,0.5555555555555556,0.5,0.5263157894736842,0.3333333333333333,8,4,5,5
system_dhw_storage_return__all_faults__report_pre_5d,random_forest_depth3,0.4,22,12,10,0.725,0.7,0.7,0.7,0.25,9,3,3,7
system_dhw_storage_return__all_faults__report_pre_5d,random_forest_depth3,0.5,22,12,10,0.7583333333333333,0.8571428571428571,0.6,0.7058823529411765,0.08333333333333333,11,1,4,6
system_dhw_storage_return__all_faults__report_pre_5d,random_forest_depth3,0.6,22,12,10,0.8,1.0,0.6,0.75,0.0,12,0,4,6
system_dhw_storage_return__all_faults__report_pre_5d,xgboost_depth3,0.4,22,12,10,0.825,0.75,0.9,0.8181818181818182,0.25,9,3,1,9
system_dhw_storage_return__all_faults__report_pre_5d,xgboost_depth3,0.5,22,12,10,0.825,0.75,0.9,0.8181818181818182,0.25,9,3,1,9
system_dhw_storage_return__all_faults__report_pre_5d,xgboost_depth3,0.6,22,12,10,0.95,1.0,0.9,0.9473684210526315,0.0,12,0,1,9
system_dhw_storage_return__all_faults__report_pre_7d,dummy_most_frequent,0.4,22,12,10,0.375,0.0,0.0,0.0,0.25,9,3,10,0
system_dhw_storage_return__all_faults__report_pre_7d,dummy_most_frequent,0.5,22,12,10,0.375,0.0,0.0,0.0,0.25,9,3,10,0
system_dhw_storage_return__all_faults__report_pre_7d,dummy_most_frequent,0.6,22,12,10,0.375,0.0,0.0,0.0,0.25,9,3,10,0
system_dhw_storage_return__all_faults__report_pre_7d,hist_gradient_boosting,0.4,22,12,10,0.3416666666666667,0.35294117647058826,0.6,0.4444444444444444,0.9166666666666666,1,11,4,6
system_dhw_storage_return__all_faults__report_pre_7d,hist_gradient_boosting,0.5,22,12,10,0.375,0.0,0.0,0.0,0.25,9,3,10,0
system_dhw_storage_return__all_faults__report_pre_7d,hist_gradient_boosting,0.6,22,12,10,0.5,0.0,0.0,0.0,0.0,12,0,10,0
system_dhw_storage_return__all_faults__report_pre_7d,lightgbm_depth3,0.4,22,12,10,0.8666666666666667,0.8181818181818182,0.9,0.8571428571428571,0.16666666666666666,10,2,1,9
system_dhw_storage_return__all_faults__report_pre_7d,lightgbm_depth3,0.5,22,12,10,0.8666666666666667,0.8181818181818182,0.9,0.8571428571428571,0.16666666666666666,10,2,1,9
system_dhw_storage_return__all_faults__report_pre_7d,lightgbm_depth3,0.6,22,12,10,0.8166666666666667,0.8,0.8,0.8,0.16666666666666666,10,2,2,8
system_dhw_storage_return__all_faults__report_pre_7d,logistic_balanced,0.4,22,12,10,0.5916666666666667,0.5454545454545454,0.6,0.5714285714285714,0.4166666666666667,7,5,4,6
system_dhw_storage_return__all_faults__report_pre_7d,logistic_balanced,0.5,22,12,10,0.4916666666666667,0.4444444444444444,0.4,0.42105263157894735,0.4166666666666667,7,5,6,4
system_dhw_storage_return__all_faults__report_pre_7d,logistic_balanced,0.6,22,12,10,0.4916666666666667,0.4444444444444444,0.4,0.42105263157894735,0.4166666666666667,7,5,6,4
system_dhw_storage_return__all_faults__report_pre_7d,random_forest_depth3,0.4,22,12,10,0.7666666666666666,0.7777777777777778,0.7,0.7368421052631579,0.16666666666666666,10,2,3,7
system_dhw_storage_return__all_faults__report_pre_7d,random_forest_depth3,0.5,22,12,10,0.7583333333333333,0.8571428571428571,0.6,0.7058823529411765,0.08333333333333333,11,1,4,6
system_dhw_storage_return__all_faults__report_pre_7d,random_forest_depth3,0.6,22,12,10,0.7083333333333333,0.8333333333333334,0.5,0.625,0.08333333333333333,11,1,5,5
system_dhw_storage_return__all_faults__report_pre_7d,xgboost_depth3,0.4,22,12,10,0.6916666666666667,0.6153846153846154,0.8,0.6956521739130435,0.4166666666666667,7,5,2,8
system_dhw_storage_return__all_faults__report_pre_7d,xgboost_depth3,0.5,22,12,10,0.8166666666666667,0.8,0.8,0.8,0.16666666666666666,10,2,2,8
system_dhw_storage_return__all_faults__report_pre_7d,xgboost_depth3,0.6,22,12,10,0.8083333333333333,0.875,0.7,0.7777777777777778,0.08333333333333333,11,1,3,7
system_heating_common_only__all_faults__report_pre_1d,dummy_most_frequent,0.4,27,16,11,0.5,0.0,0.0,0.0,0.0,16,0,11,0
system_heating_common_only__all_faults__report_pre_1d,dummy_most_frequent,0.5,27,16,11,0.5,0.0,0.0,0.0,0.0,16,0,11,0
system_heating_common_only__all_faults__report_pre_1d,dummy_most_frequent,0.6,27,16,11,0.5,0.0,0.0,0.0,0.0,16,0,11,0
system_heating_common_only__all_faults__report_pre_1d,hist_gradient_boosting,0.4,27,16,11,0.4431818181818182,0.3684210526315789,0.6363636363636364,0.4666666666666667,0.75,4,12,4,7
system_heating_common_only__all_faults__report_pre_1d,hist_gradient_boosting,0.5,27,16,11,0.5,0.0,0.0,0.0,0.0,16,0,11,0
system_heating_common_only__all_faults__report_pre_1d,hist_gradient_boosting,0.6,27,16,11,0.5,0.0,0.0,0.0,0.0,16,0,11,0
system_heating_common_only__all_faults__report_pre_1d,lightgbm_depth3,0.4,27,16,11,0.8607954545454546,0.7692307692307693,0.9090909090909091,0.8333333333333334,0.1875,13,3,1,10
system_heating_common_only__all_faults__report_pre_1d,lightgbm_depth3,0.5,27,16,11,0.8607954545454546,0.7692307692307693,0.9090909090909091,0.8333333333333334,0.1875,13,3,1,10
system_heating_common_only__all_faults__report_pre_1d,lightgbm_depth3,0.6,27,16,11,0.8607954545454546,0.7692307692307693,0.9090909090909091,0.8333333333333334,0.1875,13,3,1,10
system_heating_common_only__all_faults__report_pre_1d,logistic_balanced,0.4,27,16,11,0.6136363636363636,0.5,0.7272727272727273,0.5925925925925926,0.5,8,8,3,8
system_heating_common_only__all_faults__report_pre_1d,logistic_balanced,0.5,27,16,11,0.6619318181818181,0.5833333333333334,0.6363636363636364,0.6086956521739131,0.3125,11,5,4,7
system_heating_common_only__all_faults__report_pre_1d,logistic_balanced,0.6,27,16,11,0.6789772727272727,0.6666666666666666,0.5454545454545454,0.6,0.1875,13,3,5,6
system_heating_common_only__all_faults__report_pre_1d,random_forest_depth3,0.4,27,16,11,1.0,1.0,1.0,1.0,0.0,16,0,0,11
system_heating_common_only__all_faults__report_pre_1d,random_forest_depth3,0.5,27,16,11,1.0,1.0,1.0,1.0,0.0,16,0,0,11
system_heating_common_only__all_faults__report_pre_1d,random_forest_depth3,0.6,27,16,11,1.0,1.0,1.0,1.0,0.0,16,0,0,11
system_heating_common_only__all_faults__report_pre_1d,xgboost_depth3,0.4,27,16,11,0.7528409090909092,0.6428571428571429,0.8181818181818182,0.72,0.3125,11,5,2,9
system_heating_common_only__all_faults__report_pre_1d,xgboost_depth3,0.5,27,16,11,0.8153409090909092,0.75,0.8181818181818182,0.782608695652174,0.1875,13,3,2,9
system_heating_common_only__all_faults__report_pre_1d,xgboost_depth3,0.6,27,16,11,0.7869318181818181,0.875,0.6363636363636364,0.7368421052631579,0.0625,15,1,4,7
system_heating_common_only__all_faults__report_pre_3d,dummy_most_frequent,0.4,27,16,11,0.5,0.0,0.0,0.0,0.0,16,0,11,0
system_heating_common_only__all_faults__report_pre_3d,dummy_most_frequent,0.5,27,16,11,0.5,0.0,0.0,0.0,0.0,16,0,11,0
system_heating_common_only__all_faults__report_pre_3d,dummy_most_frequent,0.6,27,16,11,0.5,0.0,0.0,0.0,0.0,16,0,11,0
system_heating_common_only__all_faults__report_pre_3d,hist_gradient_boosting,0.4,27,16,11,0.4431818181818182,0.3684210526315789,0.6363636363636364,0.4666666666666667,0.75,4,12,4,7
system_heating_common_only__all_faults__report_pre_3d,hist_gradient_boosting,0.5,27,16,11,0.5,0.0,0.0,0.0,0.0,16,0,11,0
system_heating_common_only__all_faults__report_pre_3d,hist_gradient_boosting,0.6,27,16,11,0.5,0.0,0.0,0.0,0.0,16,0,11,0
system_heating_common_only__all_faults__report_pre_3d,lightgbm_depth3,0.4,27,16,11,0.7386363636363636,0.6666666666666666,0.7272727272727273,0.6956521739130435,0.25,12,4,3,8
system_heating_common_only__all_faults__report_pre_3d,lightgbm_depth3,0.5,27,16,11,0.6477272727272727,0.6,0.5454545454545454,0.5714285714285714,0.25,12,4,5,6
system_heating_common_only__all_faults__report_pre_3d,lightgbm_depth3,0.6,27,16,11,0.6022727272727273,0.5555555555555556,0.45454545454545453,0.5,0.25,12,4,6,5
system_heating_common_only__all_faults__report_pre_3d,logistic_balanced,0.4,27,16,11,0.7102272727272727,0.75,0.5454545454545454,0.631578947368421,0.125,14,2,5,6
system_heating_common_only__all_faults__report_pre_3d,logistic_balanced,0.5,27,16,11,0.6960227272727273,0.8333333333333334,0.45454545454545453,0.5882352941176471,0.0625,15,1,6,5
system_heating_common_only__all_faults__report_pre_3d,logistic_balanced,0.6,27,16,11,0.6818181818181819,1.0,0.36363636363636365,0.5333333333333333,0.0,16,0,7,4
system_heating_common_only__all_faults__report_pre_3d,random_forest_depth3,0.4,27,16,11,0.90625,0.7857142857142857,1.0,0.88,0.1875,13,3,0,11
system_heating_common_only__all_faults__report_pre_3d,random_forest_depth3,0.5,27,16,11,0.8323863636363636,0.8888888888888888,0.7272727272727273,0.8,0.0625,15,1,3,8
system_heating_common_only__all_faults__report_pre_3d,random_forest_depth3,0.6,27,16,11,0.7272727272727273,1.0,0.45454545454545453,0.625,0.0,16,0,6,5
system_heating_common_only__all_faults__report_pre_3d,xgboost_depth3,0.4,27,16,11,0.6164772727272727,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.3125,11,5,5,6
system_heating_common_only__all_faults__report_pre_3d,xgboost_depth3,0.5,27,16,11,0.5568181818181819,0.5,0.36363636363636365,0.42105263157894735,0.25,12,4,7,4
system_heating_common_only__all_faults__report_pre_3d,xgboost_depth3,0.6,27,16,11,0.6505681818181819,0.8,0.36363636363636365,0.5,0.0625,15,1,7,4
system_heating_common_only__all_faults__report_pre_5d,dummy_most_frequent,0.4,27,16,11,0.5,0.0,0.0,0.0,0.0,16,0,11,0
system_heating_common_only__all_faults__report_pre_5d,dummy_most_frequent,0.5,27,16,11,0.5,0.0,0.0,0.0,0.0,16,0,11,0
system_heating_common_only__all_faults__report_pre_5d,dummy_most_frequent,0.6,27,16,11,0.5,0.0,0.0,0.0,0.0,16,0,11,0
system_heating_common_only__all_faults__report_pre_5d,hist_gradient_boosting,0.4,27,16,11,0.4431818181818182,0.3684210526315789,0.6363636363636364,0.4666666666666667,0.75,4,12,4,7
system_heating_common_only__all_faults__report_pre_5d,hist_gradient_boosting,0.5,27,16,11,0.5,0.0,0.0,0.0,0.0,16,0,11,0
system_heating_common_only__all_faults__report_pre_5d,hist_gradient_boosting,0.6,27,16,11,0.5,0.0,0.0,0.0,0.0,16,0,11,0
system_heating_common_only__all_faults__report_pre_5d,lightgbm_depth3,0.4,27,16,11,0.7698863636363636,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.1875,13,3,3,8
system_heating_common_only__all_faults__report_pre_5d,lightgbm_depth3,0.5,27,16,11,0.7698863636363636,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.1875,13,3,3,8
system_heating_common_only__all_faults__report_pre_5d,lightgbm_depth3,0.6,27,16,11,0.6789772727272727,0.6666666666666666,0.5454545454545454,0.6,0.1875,13,3,5,6
system_heating_common_only__all_faults__report_pre_5d,logistic_balanced,0.4,27,16,11,0.6619318181818181,0.5833333333333334,0.6363636363636364,0.6086956521739131,0.3125,11,5,4,7
system_heating_common_only__all_faults__report_pre_5d,logistic_balanced,0.5,27,16,11,0.7869318181818181,0.875,0.6363636363636364,0.7368421052631579,0.0625,15,1,4,7
system_heating_common_only__all_faults__report_pre_5d,logistic_balanced,0.6,27,16,11,0.7727272727272727,1.0,0.5454545454545454,0.7058823529411765,0.0,16,0,5,6
system_heating_common_only__all_faults__report_pre_5d,random_forest_depth3,0.4,27,16,11,0.78125,0.6111111111111112,1.0,0.7586206896551724,0.4375,9,7,0,11
system_heating_common_only__all_faults__report_pre_5d,random_forest_depth3,0.5,27,16,11,0.7556818181818181,0.7777777777777778,0.6363636363636364,0.7,0.125,14,2,4,7
system_heating_common_only__all_faults__report_pre_5d,random_forest_depth3,0.6,27,16,11,0.6505681818181819,0.8,0.36363636363636365,0.5,0.0625,15,1,7,4
system_heating_common_only__all_faults__report_pre_5d,xgboost_depth3,0.4,27,16,11,0.7215909090909092,0.6,0.8181818181818182,0.6923076923076923,0.375,10,6,2,9
system_heating_common_only__all_faults__report_pre_5d,xgboost_depth3,0.5,27,16,11,0.7073863636363636,0.6153846153846154,0.7272727272727273,0.6666666666666666,0.3125,11,5,3,8
system_heating_common_only__all_faults__report_pre_5d,xgboost_depth3,0.6,27,16,11,0.7102272727272727,0.75,0.5454545454545454,0.631578947368421,0.125,14,2,5,6
system_heating_common_only__all_faults__report_pre_7d,dummy_most_frequent,0.4,26,16,10,0.5,0.0,0.0,0.0,0.0,16,0,10,0
system_heating_common_only__all_faults__report_pre_7d,dummy_most_frequent,0.5,26,16,10,0.5,0.0,0.0,0.0,0.0,16,0,10,0
system_heating_common_only__all_faults__report_pre_7d,dummy_most_frequent,0.6,26,16,10,0.5,0.0,0.0,0.0,0.0,16,0,10,0
system_heating_common_only__all_faults__report_pre_7d,hist_gradient_boosting,0.4,26,16,10,0.3875,0.2857142857142857,0.4,0.3333333333333333,0.625,6,10,6,4
system_heating_common_only__all_faults__report_pre_7d,hist_gradient_boosting,0.5,26,16,10,0.5,0.0,0.0,0.0,0.0,16,0,10,0
system_heating_common_only__all_faults__report_pre_7d,hist_gradient_boosting,0.6,26,16,10,0.5,0.0,0.0,0.0,0.0,16,0,10,0
system_heating_common_only__all_faults__report_pre_7d,lightgbm_depth3,0.4,26,16,10,0.7875,0.7777777777777778,0.7,0.7368421052631579,0.125,14,2,3,7
system_heating_common_only__all_faults__report_pre_7d,lightgbm_depth3,0.5,26,16,10,0.7875,0.7777777777777778,0.7,0.7368421052631579,0.125,14,2,3,7
system_heating_common_only__all_faults__report_pre_7d,lightgbm_depth3,0.6,26,16,10,0.7875,0.7777777777777778,0.7,0.7368421052631579,0.125,14,2,3,7
system_heating_common_only__all_faults__report_pre_7d,logistic_balanced,0.4,26,16,10,0.625,0.5555555555555556,0.5,0.5263157894736842,0.25,12,4,5,5
system_heating_common_only__all_faults__report_pre_7d,logistic_balanced,0.5,26,16,10,0.75,1.0,0.5,0.6666666666666666,0.0,16,0,5,5
system_heating_common_only__all_faults__report_pre_7d,logistic_balanced,0.6,26,16,10,0.75,1.0,0.5,0.6666666666666666,0.0,16,0,5,5
system_heating_common_only__all_faults__report_pre_7d,random_forest_depth3,0.4,26,16,10,0.90625,0.7692307692307693,1.0,0.8695652173913043,0.1875,13,3,0,10
system_heating_common_only__all_faults__report_pre_7d,random_forest_depth3,0.5,26,16,10,0.76875,0.8571428571428571,0.6,0.7058823529411765,0.0625,15,1,4,6
system_heating_common_only__all_faults__report_pre_7d,random_forest_depth3,0.6,26,16,10,0.6,1.0,0.2,0.3333333333333333,0.0,16,0,8,2
system_heating_common_only__all_faults__report_pre_7d,xgboost_depth3,0.4,26,16,10,0.69375,0.5833333333333334,0.7,0.6363636363636364,0.3125,11,5,3,7
system_heating_common_only__all_faults__report_pre_7d,xgboost_depth3,0.5,26,16,10,0.725,0.6363636363636364,0.7,0.6666666666666666,0.25,12,4,3,7
system_heating_common_only__all_faults__report_pre_7d,xgboost_depth3,0.6,26,16,10,0.65625,0.625,0.5,0.5555555555555556,0.1875,13,3,5,5
